페이지	키워드	제목	NEWS_URL | MEDIA_URL
9	유로 2016	이브라히모비치, '유로2016'이 국가대표로서 마지막	이번 에선 골 맛을 보지 못했다. 올 시즌 프랑스 프로축구 리그앙에서 38골로 득점왕에 오른 그는 이번 대회 이후 잉글랜드 프리미어리그 맨체스터 유나이티드행이 유력하다.
9	유로 2016	[서형욱] '독일은 어디까지 갈까' 유로2016 C조 결산	'2% 부족한 수비축구' 북아일랜드 5년 전 FIFA랭킹 129위였던 나라가  본선, 아니 16강 진출에 성공했다. 마이클 오닐 감독이 지휘하는 이 특별한 것 없어 보이는 팀은, 독일과 폴란드, 우크라이나 같은 쟁쟁한 팀들이...
9	유로 2016	최약체 웨일스, 유로 대회 첫 출전서 대형사고	21일  B조 러시아와의 경기에서 승리한 웨일스 선수들이 서로 부둥켜안고 기뻐하고 있다. AP연합뉴스 'UEFA(유럽축구연맹) 유로 대회' 본선에 처음 출전한 약체 웨일스가 에서 조 1위로 16강에 오르는...
9	유로 2016	[유로 2016 E조] “굿바이! 즐라탄”… 스웨덴 탈락	사진=AP뉴시스 즐라탄 이브라히모비치(파리 생제르맹)의 스웨덴이 2016 유럽축구선수권대회() 죽음의 조를 탈출하지 못했다. 스웨덴은 23일 프랑스 니스 알리안츠 리비에라에서 열린  조별리그...
9	유로 2016	유로 장외 대결 “선수 아내·애인 모셔라”	프랑스축구협회는 이번 에 참가하는 대표팀 선수들의 사기 진작을 위해 그들의 가족까지 꼼꼼히 챙기고 있다. 아내와 아이들은 물론 일부 선수들의 부모님까지 관리한다. 이례적인 특별 대우를 프랑스...
10	유로 2016	[스포탈 플러스] '내 몸은 도화지'...유로 2016 타투 스타 '7人' 견적 공개	[= 2016년 유럽축구선수권대회(이하 )에 참가한 '타투 스타' 7인의 세부 견적이 공개됐다. 22일(한국시간) 축구 통계 전문 사이트 '스쿼카닷컴'은 '에 참가한 선수들 중 누가 가장 많은 타투를 새겼는가?...
10	유로 2016	<유로2016> "끝나기 5분 전을 조심하라" 전체득점 27% 터져	(EPA=연합뉴스) 약팀들의 수비 위주 경기 운영 및 교체 선수 득점력 등이 요인 '을 보고 싶지만, 시간이 없다고? 그렇다면 종료 5분 전부터만 봐도 충분하다. ' 미국 경제전문지 포브스가 제시한 대안이다....
10	유로 2016	[유로2016] '정통 공격수' 고메스의 골…독일에 안긴 희망	독일의 공격수 마리오 고메스가 22일(한국시간) 프랑스 파리의 파르크 데 프랭스에서 열린 북아일랜드와의 2016 유럽축구선수권() C조 최종 3차전에서 득점 후 기뻐하고 있다.  AFP=News1 독일의 정통 공격수...
10	유로 2016	[유로 2016] 후안프란 “크로아티아전 교훈, 스페인의 자산 될 것”	스페인은  D조 조별 리그 3차전에서 크로아티아에 1-2로 져 조 1위를 내줬다. 조 2위로 16강에 진출한 스페인은 ‘강호’ 이탈리아를 만났다. 스페인은 8강에 진출한다고 하더라도 결승 길목에 프랑스와 독일 등...
10	유로 2016	[유로2016]죽음의 조 생존자는 이탈리아-벨기에-아일랜드	벨기에는 23일(한국시각) 프랑스 니스 알리안츠 리비에라에서 열린 스웨덴과의  조별리그 E조 최종전에서 후반 39분 터진 라자 나잉골란의 결승골을 앞세워 1대0으로 이겼다. 벨기에는 승점 6점으로 일찌감치...
10	유로 2016	[유로2016] 즐라탄, 대회 후 국가대표 은퇴 선언	/AFPBBNews=뉴스1 스웨덴의 '간판스타'이자 세계적인 스트라이커인 즐라탄 이브라히모비치(35)가 현재 진행중인 을 마치고 국가대표에서 은퇴할 것을 선언했다. ESPN 등 주요 매체들은 21일(이하 한국시간) "즐라탄...
10	유로 2016	유로 2016 조별순위, 아일랜드 포함 대진표 확정	[TV리포트] UEFA  조별 순위가 공개됐다. 23일 오전(한국시각) E조 3차전 경기를 끝으로  조별리그 경기가 모두 마무리됐다. 각조 1, 2위 팀을 비롯해 각조 3위 중 상위 4개 팀이 16강 진출 자격을...
10	유로 2016	[유로2016]지루해진 유로, 24개국 체제는 실패다	적어도 이번  대회 전까지는 그랬다. 수준이 떨어졌다는 이야기를 하는 것이 아니다. 유로 대회를 이끌어온 독일, 이탈리아, 스페인, 프랑스 등 전통의 강호들은 여전히 을 누비고 있고, 유럽 빅리그에서...
10	유로 2016	[유로 이슈] 英, 16강 앞두고 'PK 특훈' 돌입...'징크스 탈피'?	젊은 대표팀을 표방하며  우승에 도전하고 있는 잉글랜드는 조별리그 B조서 2위로 16강 진출에 성공했다. 예선서 10전 전승으로 본선에 진출한 잉글랜드는 1승 2무를 기록하며 무패 행진을 이어갔다. 하지만 평가는...
10	유로 2016	[유로 포커스] '노잼' 24팀 체제? 막판 16강 경쟁 흥미 돋우다	[= 24팀 체제로 치러진 . 토너먼트가 16강으로 확대 됐고, 더불어 많은 팀들에 기회가 생기면서 순위 경쟁에 새로운 촉매제로 작용했다. 은 지난 23일 새벽(한국시간) 경기를 끝으로 조별리그를 마감했다....
11	유로 2016	이탈리아-스페인전·포르투갈 매치업…유로 16강 대진	크리스티아누 호날두의 포르투갈과 팀 동료 루카 모드리치의 크로아티아가 이번  16강에서 맞붙는다. 크리스티아누 호날두의 컨디션 회복이 변수로 작동할 전망이다. /사진=크리스티아누 호날두 SNS...
11	유로 2016	[유로 2016] '호날두 멀티골' 포르투갈, 헝가리와 3-3 극적 무승부…동반 16강행	이투데이=정수천 기자 | 포르투갈이 호날두의 멀티골에 힘입어 헝가리와 무승부를 거두고 극적으로 ‘’ 16강에 진출했다. 포르투갈은 23일(한국시간) 프랑스 스타드 드 뤼미에르에서 열린 ‘’...
11	유로 2016	[유로2016] ‘2골1도움' 호날두, ’주간 베스트 11‘ 선정	[헤럴드경제] 탈락 위기에서 포르투갈을 구해내며 극찬을 받았던 크리스티아누 호날두(31·포르트갈)가 ’ 주간 베스트 11‘으로 선정됐다. 레알마드리드 소속 크리스티아누 호날두는 지난 22일 열린 2016...
11	유로 2016	[유로2016] 아일랜드, 이탈리아 꺾고 16강 진출…'브래디 결승골'	아일랜드는 23일(이하 한국시간) 프랑스 릴에 위치한 스타드 피에르-모루아에서 열린 '2016 유럽선수권대회()' E조 3차전 이탈리아와 경기에서 1-0으로 승리를 거뒀다. 이날 승리로 승점 3점을 보태 승점...
11	유로 2016	[EURO ISSUE] 마침내 유로에 모습을 드러낸 ‘호우’ 세리머니	23일 새벽 1시(이하 한국 시각) 프랑스 리옹에 위치한 스타드 드 리옹에서, UEFA(유럽축구연맹)  F조 3라운드 헝가리-포르투갈전이 킥오프됐다. 헝가리는 전반 19분 게라 졸탄의 선제골과 후반 2·10분 주자크...
11	유로 2016	포르투갈, `유로 2016` 혼돈의 F조 뚫고 16강 오를 수 있을까?	(사진=AFPBBNews) [이데일리 e뉴스 김병준 기자] 지난 11일(한국시간) 개막한 2016 유럽축구선수권대회() 조별 리그가 어느덧 막바지에 이르렀다. 오는 23일 조별리그 F조와 E조의 경기를 끝으로  16강...
11	유로 2016	[유로2016][종합]마이크 집어 던졌던 호날두, 경기 후엔 "행복하다"	포르투갈은 23일(한국시간) 프랑스 리옹의 스타드 데 뤼미에르에서 열린  조별리그 F조 3차전에서 헝가리와 만났다. 1·2차전을 모두 무승부로 마무리한 포르투갈은 최소 무승부를 거둬야 16강을 바라볼 수 있었다....
11	유로 2016	‘유로 기적’ 아이슬란드 인구 10% 16강응원 출국… “大選 차질”	AP연합뉴스 에 밀린 대통령 선거. 아이슬란드가 유럽축구선수권대회 본선 첫 출전에 16강 진출이라는 기적을 일궈냈다. 이로 인해 26일 예정된 아이슬란드 대선은 역대 최저 투표율을 남길 것으로 내다보인다....
11	유로 2016	포르투갈, 호날두 활약에 유로16강 턱걸이…“세 번이나 집에 갈뻔”	은 참가국이 16개국에서 24개국으로 확대되면서 그동안 본선에 나오지 못했던 유럽 축구 약소국들이 합류했다. 전력이 약한 팀들이 노골적으로 수비에 치중하면서 대회 전체 득점이 줄어들었다. 4년 전 대회 때...
11	유로 2016	유로2016, 극성팬들 난동에 8개국 징계	2016 유럽축구선수권대회()에서 극성팬들의 난동으로 인해 벌써 8개국이 징계를 받았다. 유럽축구연맹(UEFA)은 21일(현지시간) 헝가리에 6만5000유로(약 8463만원)의 벌금을 부과했다고 밝혔다. 헝가리 팬들은...
12	유로 2016	포르투갈, 호날두 활약에 유로16강 턱걸이…“세 번이나 집에 갈뻔”	은 참가국이 16개국에서 24개국으로 확대되면서 그동안 본선에 나오지 못했던 유럽 축구 약소국들이 합류했다. 전력이 약한 팀들이 노골적으로 수비에 치중하면서 대회 전체 득점이 줄어들었다. 4년 전 대회 때...
12	유로 2016	[유로2016] '브래디 결승골' 아일랜드, 이탈리아에 1-0 승.. 16강 진출	아일랜드는 23일 새벽 4시(이하 한국시간) 프랑스 릴의 스타드 피에르-모루아에서 열린 '' E조 조별예선 마지막경기 이탈리아전에서 후반 40분 터진 로비 브래디의 결승골에 힘입어 1-0으로 승리했다. 아일랜드는...
12	유로 2016	[유로2016] 크로아티아 'A+', 러시아 'F' 英 매체가 매긴 조별리그 성적표	이미지=영국 매체 데일리메일이 매긴  조별리그 성적표 [스포츠서울] 아이슬란드, 크로아티아는 A+, 오스트리아, 러시아는 F.  조별리그가 마무리된 가운데 영국 매체 데일리메일이 조별리그에...
12	유로 2016	[유로관전회담] ① 박진감 없는 조별리그, 정말 규모 확대 때문?	[풋볼리스트] ''의 조별리그가 끝났다. 경기 숫자로는 벌써 대회의 70%가 진행됐다. 그중엔 꼭두새벽에 환호를 지를 만큼 멋진 순간도 있었고, '새벽에 축구 보지 말고 잠이나 자라'고 권하는 듯한 따분한 경기도...
12	유로 2016	[유로 2016] 포르투갈 나니 “호날두, 비평가들의 입 다물게 할 것”	호날두는 23일(한국 시간) 열린  헝가리와 조별 리그 F조 최종전에서 유로에서 부진하다는 사람들의 비난을 비웃듯 맹활약했다. 호날두는 2골 1도움을 기록하며 팀의 3-3 무승부를 이끌었고 포르투갈은 16강에...
12	유로 2016	[유로2016] 미소 지은 베일-고개 숙인 즐라탄…엇갈린 스타들 표정	가레스 베일(왼쪽)과 즐라탄 이브라히모비치  AFP=News1 2016 유럽축구선수권() 조별예선 36경기가 23일 막을 내리면서 스타들의 표정도 엇갈렸다. 가장 활짝 웃은 선수는 단연 웨일스의 가레스 베일(27·레알...
12	유로 2016	[유로2016스타]'굴욕' 넘긴 호날두 '호우 세리머니'로 팀 구원	호날두는 23일 새벽(한국시각) 프랑스 리옹에서 열린 헝가리와의  F조 3차전에서 2골을 넣었다. 포르투갈은 호날두의 2골 덕분에 3대3으로 비기며 16강행을 확정했다. 포르투갈로서는 절체절명의 경기였다....
12	유로 2016	[유로2016] 아이슬란드, 오스트리아에 2-1 승.. 조 2위로 16강	아이슬란드는 23일 오전 1시(이하 한국시간) 프랑스 생드니의 스타드 데 프랑스에서 열린 '' F조 3차전에서 오스트리아를 2-1로 꺾었다. 무승부가 유력했지만, 경기 종료 직전 극적인 골이 터지며 승리를...
12	유로 2016	[유로 카드뉴스] 유로2016 조별리그 기록 총정리	조별리그 결과 [엠스플뉴스] 이 반환점을 돌았다. 뜨거웠던 조별리그 일정을 마치고 8개팀이 집으로 돌아갔다. 골이 부족했다는 아쉬움, 경기 막판 극장 승부가 양산되며 안겨준 짜릿함. 화려한...
12	유로 2016	[유로2016]크로아티아, 스페인 꺾고 조 1위로 16강	크로아티아는 22일(한국시각) 프랑스 지롱드 주 스타드 드 보르도에서 열린 스페인과의  D조 조별리그 최종전에서 후반 42분 터진 이반 페리시치의 역전 결승골에 앞세워 2대1로 이겼다. 승점 7점(2승1무)이 된...
13	유로 2016	[일단 보세요!] 유로 16강 오른 순간, 아이슬란드 방송 해설자의 절규	긴 이름을 줄여 ‘검미 벤’으로 통하는 그는 대표팀 후배들이 지난 23일 프랑스 파리 외곽 생드니에서 열린  조별리그 F조 오스트리아와의 3차전 추가시간 극적인 골을 뽑아내 2-1로 승리를 결정지은 순간...
13	유로 2016	[유로2016][종합]'모드리치 빠진' 크로아티아, 스페인에 2-1 역전승	크로아티아는 22일 오전 4시(한국시간) 프랑스 보르도에서 열린  조별리그 D조 3차전에서 이반 페리시치(인터밀란)의 결승골을 앞세워 2-1 역전승을 거뒀다. 2승1무(승점 7)가 된 크로아티아는 스페인(2승1패 승점6)...
13	유로 2016	[포토] `유로 2016` 포르투갈, 꼭꼭 숨어라 호날두 보일라	(사진=AFPBBNews) [이데일리 e뉴스 김병준 기자] 지난 11일(한국시간) 개막한 2016 유럽축구선수권대회()가 오는 23일 F조와 E조의 경기를 끝으로 조별리그를 종료한다. F조에 속해 있는 포르투갈은 이날 프랑스...
13	유로 2016	[카드뉴스] '더 뜨거워졌다' 유로2016 16강 대진 가이드	16강 대진이 결정됐습니다. 강팀만 살아남은 진짜 의 시작. '지면 끝'인 16강 대진을 소개합니다. 어떤 경기를 하는 날에 잠을 주무시면 안 되는지, [엠빅뉴스]와 함께...
13	유로 2016	베일·파예, 유로 2016 조별리그 베스트 11 선정	가레스 베일(웨일스·레알 마드리드), 디미트리 파예(프랑스·웨스트햄)가  조별리그의 베스트 11에 선정됐다. 유럽축구 통계전문사이트인 '후스코어드닷컴'은 23일(이하 한국시간) ' 조별리그 베스트 11...
13	유로 2016	‘유로2016’ 아일랜드, 이탈리아 꺾고 16강 진출…다음 상대는?	아일랜드가 이탈리아를 꺾고 ‘’ 16강에 진출했다. 아일랜드는 23일(이하 한국시간) 프랑스 릴에 위치한 스타드 피에르-모루아에서 열린 ‘’ E조 3차전 이탈리아와 경기에서 1-0으로 승리를...
13	유로 2016	‘3골 득점선두’ 베일, “최종목표 유로 우승”	가레스 베일(27, 레알 마드리드)이 웨일스의  우승을 자신했다. 베일이 이끄는 웨일스는 26일 새벽 1시(한국시간)  16강전에서 북아일랜드와 결전을 앞두고 있다. 베일은 3골을 터트리며 대회 득점...
